CODE,URL,Mastery,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Duplicate scripts,Sprite naming,Dead code,Sprite attributes
student2,17895669,Error analyzing project
student1,17896669,7,2,1,0,1,1,1,1,0,0,0,1
